"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,82,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,82,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,71,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,70,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,62,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,54,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,86,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,50,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,49,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,68,,
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,70,"E","Estimated value"
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,71,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,68,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,72,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,60,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,70,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,69,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,66,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,63,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,72,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,53,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,63,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,34,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,28,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,69,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,64,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,55,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,42,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,62,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,70,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,62,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,70,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,67,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,53,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,50,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,42,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,38,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,62,,
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,65,"E","Estimated value"
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,67,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,81,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,88,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,80,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,82,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,82,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,73,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,78,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,83,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,72,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,84,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,92,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,73,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,40,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,38,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,80,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,78,"E","Estimated value"
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,87,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,93,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,88,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,71,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,59,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,78,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,82,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,89,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,88,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,76,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,83,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,81,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,67,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,75,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,97,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,59,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,55,"E","Estimated value"
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,75,,
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,79,"E","Estimated value"
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,78,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,59,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,59,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,79,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,48,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,68,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,56,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,60,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,51,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,74,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,52,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,69,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,72,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,64,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,28,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,26,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,64,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,57,"E","Estimated value"
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,66,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,88,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,70,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,53,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,37,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,61,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,73,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,67,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,68,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,61,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,61,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,74,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,61,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,46,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,34,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,90,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,37,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,34,"E","Estimated value"
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,54,,
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,58,"E","Estimated value"
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,60,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.3,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.9,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.3,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.6,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.5,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.5,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.4,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.2,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.3,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.5,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.9,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.9,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.9,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.9,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.6,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.4,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.3,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.5,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.2,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.1,,
